document_id,clean_text,sentiment
713,i heard so much about this movie how it was a great slasher and one of those early s movies that die hard fans of most slasher movies just had to see well i rented it and i have to say that although it kept my attention as far as the suspense goes for most slasher films such as april fools day friday th and prom night this film could have been right up there with the above mentioned only it lacked true enthusiasm and potential from the characters as well as the on going story characters that i found were unfortunate to be in this movie was the weirdo guy with the frizzy hair that kept creeping around the dorm and of course leading up to his true climatic role during the end with he faces the killer another would be the dirty scruffy looking guy with the jean jacket he could have played more roles in this movie that might have made the movie more interesting instead the movie played this guy as just another loser out there making unknown calls while he sleeps with his girlfriend and then drops his part and cuts him off until the end which was a waste i was disappointed in his part in the end as far as the true identity of the killer goes when the identity was released as to who he was i just laughed but it was all to obvious and he really made a true jerk out of himself as well as an annoying character after his true intentions were revealed this movie should be one to at least watch once for all slasher fans but dont spend your hard earned money on it in some rare hard to find collectors inventory,neutral
714,its the early s theres a group of suspiciously oldlooking teens and theres a maniac stalking around yes this is slashervillethis movie is called pranks why is it called pranks i havent the faintest idea unless your idea of a great prank is to repeatedly hit someones dinner with a baseball bat on balance not a great prank in fact quite a rubbish prank if truth be told but there you gothe film itself concerns a group of teenagers who are tasked with cleaning out a decommissioned dormitory they become aware that a psychopath is on the loose to combat this development they split up and wander about in the dark it ends in tears for most of thempranks is a badly made slasher movie the dvd release i viewed was the vipco one it appears to be cut of a fair bit of violence this makes the dvd even more pointless because lets face it a slasher movie shorn of violence is a waste of time for slasherfilm and video nasty completists only,neutral
715,nb spoiler warning such as it isfirst off this is a teen slasher flick the spaminacabin genre as joe bob briggs piquantly put it if youre looking for roshambo this isnt it and wasnt going to be it im desperately unimpressed by stabs at its cinematography directing or acting performancessecondly this wasnt zunigas first horror flick it was her first screen appearance period cinema tv whatever for what it is worth neither is daphne zuniga susan sarandon or katherine hepburnthirdly you have to give even a lame slasher flick props sure it follows the deeply insulting formulaic message of its genre any young woman having or showing interest in sex is beef on the hoof and the harvest time is nowexcept this one gives the chop to the sweet virginal protagonist as well now there is a mediocre teen death film that has the courage of its convictions interesting that this was said ingenues only film role another one hit wonder except that term gives the lass too much creditthen again this film probably has one of the highest percentage of onemovie actors in history of the nineteen credited actors a whopping thirteen never appeared in any other film three appeared in one other movie by the same producers only one other besides zuniga has as many as six screen credits what was this the has been and never were mutual aid societygranted i saw this a long time ago on late night cable when i was bored and never anticipate being that bored in my life again but i see no reason to hunt down everyone involved and toss them in the incinerator with joanne,neutral
716,one of a multitude of slashers that appeared in the early eighties pranks is notable only for an early performance by daphne zuniga the sure thing the fly her character dies fairly early on and the rest of the film is totally forgettableduring their christmas break a group of students volunteer to clear a condemned college building of its furniture a crazy killer however throws a spanner in the works by methodically bumping off the youngsters one by one in a variety of gruesome waysexploiting every stalk n slash clich in the book director jeffrey obrow delivers a tedious and unexciting horror that had me praying for the characters to be killed so that i could get on with watching something more worthwhile the majority of the deaths which lets face it is why we generally watch this kind of film are brief and not that gory the only truly grisly imagery comes right at the end when the bodies of the victims are discovered by the remaining survivor there is one notably bloody dismembered corpsethe film couldve done with moreat the last minute the film saves itself from the disgrace of receiving the lowest possible score from me by having a nice unexpectedly downbeat ending but this really is one for slasher completists only,neutral
717,this one probably does not fit in the bottom of the barrel of mediocre slasher movies but its surely a damn bad moviethe holiday premise made it kind of interesting but after the first scenes the movie demonstrates its poor production values and stupid plot i mean the subgenre was at the moment all about an unseen maniac slashing teens for no apparent reasons but this one took it too far there is absolutely no coherence in the events or nothing else to addthe clichs are more than boring the gore is minimal and so does the mysterythis is a fairly mediocre slasher entry that shouldnt be hyped even if it has a video nastie labeli am truly disappointed by this overrated piece of trash,negative
718,if youve ever seen an eighties slasher there isnt much reason to see this one originality often isnt one of slasher cinemas strongpoints and its something that this film is seriously lacking in there really isnt much that can said about pranks so ill make this quick the film was one of the films included on the dpp video nasty list and that was my only reason for seeing it the plot follows a bunch of kids that stay behind in a dorm at christmas time as theyre in a slasher someone decides to start picking them off and this leads to one of the dullest mysteries ever seen in a slasher movie the fact that this movie was on the video nasty list is bizarre because despite a few gory scenes this film is hardly going to corrupt or deprave anyone and gorier slashers than this friday the th for example didnt end up banned but then again theres banned films that are much less gory than this one the witch who came from the sea for example anyway the conclusion of the movie is the best thing about it as although the audience really couldnt care less who the assailant is by this point it is rather well done on the whole this is a dreary and dismal slasher that even slasher fans will do well to miss,negative
719,what the is this this must without a doubt be the biggest waste of film settings and camera ever i know you cant set your expectations for an s slasher high but this is too stupid to be true i baught this film for and i still feel the urge to go claim my money back can you imagine who hard it stinks who is the violent killer in this film and what are his motivations well actually you couldnt possible care less and why should you the makers of this piece of garbage sure didnt care they didnt try to create a tiny bit of tension the director stephen carpenter i guess its much easier to find money with a name like that also made the kindred wich was rather enjoyable and recently he did soul survivors complete crap as well but at least that one had eliza dushku this junk has the debut of daphne zuniga who yeah thats right the melrose place chick her very memorable character dies about min after the opening credits shes the second person to die the first victim dies directly in the first minute but nobody seems to mention or miss him afterwards so who cares the rest of the actorsthey dont deserve the term actors actually are completely uninteresting youre hoping they die a quick and painful deathand not only their charactersmy humble opinion,neutral
720,ive always liked fred macmurray andalthough her career was tragically cut shorti think carole lombard is fun to watch pair these two major and attractive stars together add top supporting players like jean dixon anthony quinn dorothy lamour and charles butterworth give them a romantic script team them with noted director mitchell leisen and you get a mediocre movie experienceskid johnson fred and maggie carole meet cute during her visit to the panama canal and spend the next few weeks falling in love skids a great trumpeter so he embarks on a musical career which is predictably meteoric in both its rise and fall during his climb to musical stardom he neglects maggie who later inspires him to start over after hes hit rock bottom ah yes its the true hollywood happy ending which comes none too soonstars and a director of this caliber should guarantee success but this movie is so predictable and slowpaced that its difficult to watch at times the early scenes set in panama are so draggy that they seem to go on forever and later an alcoholic skid just wanders endlessly in new york fred and carole try their best but the tired script and slow direction just dont give them a chance even the final scene in which maggie encourages skid to rise from the ashes of alcohol and disappointment just doesnt ring truethis movie should be seen once to watch some early performances from stars macmurray and lombard however i guarantee that watching it will seem to take about hours,positive
721,i am a big fan of fred macmurray and carole lombard and in addition to them charles butterworth a very enjoyable supporting actor was in this filmso why didnt i particularly enjoy it well despite a good cast this is one of the poorest written and most clichd a pictures i have ever seen given the talent and money spent to make this film it is shocking how slipshod the writing was i knew the film would be tedious when time after time early in the film i found myself predicting exactly what would happen nextand i was always right and this isnt because i am some sort of movie savant but was because almost no imagination or effort went into it in fact it seemed almost as if the film was just a long string of clichs all strung together also i found it a bit irritating that fred mistreated carole so bad throughout the film and yet true to convention she came running to him in the end uggh there is more suspense in a lassie film will he bring people to rescue timmy or will the rope he is dangling from breakdespite the very very tired and clichd script there were a few positives about the film it was pretty cool seeing fred look like a broken lush at the end of the filmit was pretty believable and he looked like he hadnt eaten shaved or slept in days also charles butterworths prattle did provide a few mildly humorous moments but all this just wasnt enough to make this film look any different than a b movie its a shameit could have been so much better,neutral
722,in what would be his first screenplay based on his own short story turn about william faulkner delivers a bizarre story of loyalty sacrifice and really strange relationships the story originally was about only the tone young and cooper characters but mgm needed to put joan crawford in another picture to fulfill her contract and faulkner obliged by creating a female role crawford insisted that her lines be written in the same clipped style as her costars young and tone leading to much unintentional hilarity as these three communicate in a telegraphlike shorthand that sounds like a monty python sketch wuthering heights performed in semaphore seriously the almost entirely pronounless sentences make ernest hemingway read like henry jamesthe film also reflects some familiar faulkner themes with an almost unnaturally close relationship between brother and sister as may be found in his sanctuary and elsewhere when young proposes to crawford in tones presence in lieu of an engagement ring all three exchange their childhood engraved rings with one another the closeness of tone and young is also noticeable especially as they go off to their thelma louise fate frankly its creepynot as creepy to this new yorker however as the recurring theme of the massive cockroach wellington which crawford cheerfully catches and which is shown gamboling over her handsi had to turn away and young turns into a gladiator blechthat being said there are some nice performances young is particularly engaging in a scene where hes taken up in coopers fighter plane and roscoe karns is delightful as coopers flying buddy tone despite his inability to express himself through realistic dialogue has a nice moment dashing away his own furtive tears over his buddy youngs fate crawford stripped of meaningful dialogue as well mostly comes across as either wooden or melodramatic which is quite a balancing act for one rolethe battle scenesnot surprisingly for a howard hawks filmare the most exciting part of the entire picture but not enough as far as im concerned this is minutes of my life im never going to get back,positive
723,my wife and i thought that with this cast and director the movie would have to be at least worth watching we were wrong in fact we gave up on it after minutes the idea that crawford young and tone are british but speak with american accents was for me impossible to get past hard to believe this is england when no one talks with a british accent there is zero chemistry between crawford and anyone and to echo a previous comment the idea that cooper and crawford suddenly declare their love for one another without any reason is ludicrous there is no reason to care about any of the characters which is why we threw in the towel halfway through i found it hard to believe that hawks directed this as none of the actors spoke with the trademark hawksian ratatat delivery so save your time and skip this one,negative
724,couldnt believe it clipped sentences good grief know what all true real people ever talk like this dont think so good girl stout fellow stiffen upper lip only reason given movie instead of gary cooper such a dish movie as a whole ridiculous unless you like watching endless biplane dogfights seemed endless anyway think all franchot tones dialogue dubbed when crawford and young make a special effort to sound british they come over as irish handy tip we brits clip words not sentences and somehow we manage to draaaaaaaawl at the same time but thats only if weve been to a really good public thats private to you school,positive
725,lulu louise brooks works as a typist and is missing something in her life she enters a miss france contest against the wishes of her boyfriend andre georges charlia and she wins she sets off for the miss europe title leaving her boyfriend behind she wins again but returns home to andre because he has asked her to once back together her life becomes mundane again so one night she writes a note to him and leaves to experience the fame that is waiting for her as miss europe andre follows herthis film is a silent film with a piano musictrack all the way through it is also spedup so everything seems fast limited dialogue has been added on afterwards and it is very phony the cast are alright bearing in mind that it is a silent film the best part of the film comes at the end but the story goes on a little too long after watching this im not really sure what the big deal was over the looks of louise brooks she has a terrible haircut that makes her face look fat i dont need to watch it again,neutral
726,please note i see from the various posts that there was an original silent version and also a sound version of this same film i saw the sound version and it was esthetically yicky considering some indicate that the original version was longer and without crappy dubbing my review must be read with this in mindalthough i know that rene clair has a lovely reputation as a film maker and louise brooks has a bit of a cult following as well this is in many ways a technically poorly made film while hollywood had already pretty much switched to sound mode around up through the early to almost the mids a lot of famous french films were essentially silent filmswith some dialog and sound effects very poorly slapped over top the film the lip movements in many and in particular this film dont even come close to matching what is being said and this would explain why an american like ms brooks could do a french film this is just sloppy and i would have preferred they had just made a silent filmand as a silent film this is would have been an average filmwith excellent camera work at times and some decent silentstyle actingthe problem i also found with the film was the overly simplistic plot for a silent morality play circa it would have been fine but by standards the plot is a bit hoary that means oldnot slutty a lady wins a beauty contest and her macho fianc cant handle it she gives it all up temporarily but is lured back to the fancy life and this spells her end a tad melodramatic huh and also a bit simplistic and underdevelopedfinally the character of the fiancs friend i found very disturbing and unreal he looked like harold lloyd and spent much of the movie being abused and picked on by the friend and everyone else as he just took it throughout the movie and no resolution came about his character seemed superfluous and the treatment he received meanspirited were audiences supposed to laugh as he was abused this seems to me thats what is implied and i dont like it at allthere are far better french films of the era le million la femme du boulanger fanny regain and others as well as better silent films i just cant understand this films high rating,positive
727,this review may contain some spoilersjust when you thought they didnt make them so extremely bad anymore along comes rae dawn chong as a space vixen and willie nelson as a native american witchdoctor its even worse when you factor in that these two are the better aspects of starlight a film that should only be viewed for laughschong is an alien sent to earth to seek out the only remaining halfbreed part man and part alien apparently the earth is in dire straits something is wrong with the genetics of mankind and in a few decades the world will be turned into a polluted wasteland only by duplicating the dna of the halfbreed can the kindly alien race save the planet dont ask me how that is since the movie gives the impression that the world will be destroyed by pollution which is caused by humans you would think earth could only be saved by getting rid of the polluting creatures not saving them anyway the halfbreed turns out to be billy wirth a man living in a small southwestern town and is part native american from his mothers line despite the fact that his mother is a redheaded caucasian and his grandfather is willie nelson wasnt this the sort of malarkey that made the bombastic carmen electra bomb the chosen one such a howler chong arrives in her ship just as wirth nearly drowns after driving his motorcycle into a lake in a fit of recklessness being the result of just breaking up with his girlfriend before you can say utter the word hogwash chong is revealing her secret to wirth who isnt surprised for a moment and spreading the word to wirths family chong also makes pals with wirths mother who seems to have lost a few of her marbles over the years well this is because wirths father was an alien that abandoned her of course he is the standard rogue alien that has conveniently picked this moment to come to earth for wirth so he can use wirths dna to make the people of earth his slaves huh his laughable attempts to use his telepathic powers and capture wirth suck up most of the screen time and are the worst scenes in the movie not only are they boring but they are the scenes where you will be spotting the flubs the mostthe ideas might be nice on paper but they are handled here with the utmost of stupidity particularly in the aforementioned scenes with the rogue alien but the effects are the bane of the movie the opening scene involves chong on her spaceship communicating with her superior someone who we do not see but that chong communicates with through a vat that emits pink light they use no spoken words but telepathy so we are treated to subtitles trouble is both chong and her superiors subtitles both look alike and the director gives you no indication as to which of the two are actually speaking at any given moment which makes the whole conversation nothing but gibberish the spaceship is the worst effect to come out of hollywood this side of an ed wood film now i am usually lenient on effects when dealing with a low budgeted film such as this but these effects really got to me the most offensive was the most simple one a fake night sky the stars in the sky are so phony they almost sound off a dial tone most notably are the moments where chong tells someone she comes from pleiades and we get a shot of the seven stars thing is the seven stars take up about half the night sky in the movie but any stargazer knows that pleiades is a star cluster between the constellations perseus and taurus and the cluster doesnt take up much room in the sky at all these effects just get so lousy that your jaw will hang lower and lower with every passing moment be careful for it will go right through the floor during the finale when the effects have willie nelson turn into a human spotlight and oh it has to be seen to be believedstarlight star bright last star i see tonight i wish i might i wish i may not have to watch any more of this trash todayzantaras score out of,neutral
728,i finally caught up to starlight last night on television and all i can say is wow its hard to know where to begin the incredibly hokey special effects check out the laser beams shooting out of willies eyes the atrocious acting the ponderous dialogue the mismatched use of stock footage or the air of earnest pretentiousness that infuses the entire production this truly is a oneofakind experience and we should all be thankful for that i nominate jonathon kay as the true heir to ed wood,neutral
729,this has an interesting albeit somewhat fanciful scifi plot but its wasted with poor direction and shlocky special effects rae dawn chong is appealing despite the lack of a believable story and direction consistent with her talent,positive
730,all i can really say is that im glad that i was knitting socks while watching the movie or i would be very angry for having wasted hours of my life the acting was terrible the plot was even worse there were some scenes that were meant to be serious that had my husband and i laughing out loud i highly recommend this movie to people who like to do their own version of mstk,neutral
731,i shudder to think what people must have thought of environmentalists after viewing this piece of overbearing preachy cinematic trash larded with enough indianwannabe nuttery and space brother buffoonery to stock a newage shop starlight makes anyone who gives a damn about the planet look like a featherwearing crystalfondling idiotthe plot alien rae dawn chong arrives to guide a flute playing underwear model in a mystical quest to avert earths impending environmental collapse but first they must defeat an evil alien who looks nothing so much like a refugee from a castro street bar fortunately theyve got mystical grandpa willie nelson along to help who looks faintly embarrassed by the proceedings as well he ought to be along with buckets of cheap fx and reams of pointlessly swelling musicsure the clunky script helps to obscure the films trite plot and staggering pace but thats just the tip of this melting movie iceberg everyone concerned with this film should have their union cards revoked until they complete a real course in environmental science,neutral
732,i wanted to see it because of two reasons one it was the remake of high sierra with bogart two the bogart part was played by jack palance whom can play dramatic roles with some subtility as in the big knifebut now i wonder why they decided to shoot this remake the film follows the same plot as hig sierra only here the actors dont care the director is lost in his thoughts and who knows what the producer was thinking jack palance is getting bored looking at shelley winters and shelley winters is asking herself what shes doing in this film i dont even want to compare her to ida lupino in the same role and of course they had to use the dog story again they surely could have come up with some different ideas perhaps the color makes it nice to see the same location where they shot high sierra but that definitely doesnt add any quality to the filmits a waste of time if youve seen high sierra before otherwise why not see a pseudofilm noir as for me id rather die than see it one more time,neutral
733,city girl meg tilly receives a horrifying phone call from her mother and understandably shaken returns home to her familys rural digs only to be faced with a mystery why are all the homespun residents acting out in bizarre and unsettling ways radiation thriller with barely a nod to ecology has small town residents going berserk which laughably includes two women gazing at each other with desire in a public place and tim matheson receiving oral attention from a girl on an office bench the picture is too silly for words wasting tillys wistfulness and quiet intensity on trash while forcing itself into a corner it cant possibly hope to get out of some of the cinematography by thomas del ruth is good particularly a fire sequence set inside a garage though he is let down by the scrappy editingand a fairly bathetic finale simplistic screenplay has nary a surprise nor a shred of originality up its sleeve from,neutral
734,i have been known to fall asleep during films but this is usually due to a combination of things including really tired being warm and comfortable on the sette and having just eaten a lot however on this occasion i fell asleep because the film was rubbish the plot development was constant constantly slow and boring things seemed to happen but with no explanation of what was causing them or why i admit i may have missed part of the film but i watched the majority of it and everything just seemed to happen of its own accord without any real concern for anything else i cant recommend this film at all,neutral
735,let me count the ways a titleonly remake that pulls out every clich in the slasher handbook a plot so predictable that it becomes quite pathetic a completely weak execution of all attempts at suspense or thrills a pg rating that insures no gore violence or sex a villain that is not frightening or even mysterious a cast of characters that are so thinly written and stereotyped that we couldnt possibly care about them a lack of any effectively creepy atmosphere much unlike the original prom night a script of dialog thats beyond poor its mind numbing a series of cardboard performances not sure whether to blame the actors or the lousy aforementioned script for that a completely inept teentargeted slasher remake thats not brave enough to attempt to have an imagination or even to show a puddle of bloodits a nobrainer horror fans save your moneybomb out of,negative
736,prom night is shot with the artistic eye someone gives while finely crafting a lifetime original film you know the one this october lifetime takes a break from the courageous tale of a woman surviving insert disease name here to tell the somewhat creepy tale of a woman pursued by a stalker exboyfriend its dramatic its sappy its immensely dull it does nothing to further a genre tell an original story or strive for any sort of newness prom night shares this plight watching the killer poke holes in his victims we sit silently as they slump to the floor with not a drop of blood spilled it occurred to me that this was the cleanest killer in movie historyour director is working with a fairly goodlooking killer so he is forced to pour on the camera angles to make him appear creepier think about matthew mcconaughey coming at you with a knife youd probably go oh good lookin guy is going to kill me naaaa not scary even for a second so the director throws schaech into shadows and over the shoulder in the mirror this mirror shot is repeated to the point of sickness as it practically becomes a fetish of the creator youll get jump scares in this film of which made my date jump i might mention she is afraid of everything id also mention she decided to take a nap halfway through the film and at one point threatened to leave meas if this film were not disjointed enough it appears to be cut to shreds im not saying it looks like key points were left on the cutting room floor as the crew scrambled to salvage some semblance of a horror film im saying as the film moves from scene to scene you often get a jarring jump this is the kind of thing youd expect when a film catches fire and a projectionist is forced to splice ends together cross his fingers and hope for the best the editor should be shotwith a plot you can pack into two sentences one stray spray of blood an emo killer and the tension of a very special episode of silver spoons were left with no reason to support horror this weekend at least on the big screen in fact this is the sort of film that should be punished is it really that hard to make a scary movie was this crew even aware they were making a horror film a complete waste of my time and yours i bit the bullet to get you this review dont let my sacrifice be in vain dont go into the movie,neutral
737,poor acting no script no plot no convincing killer no suspense no original setups it uses the same closetunder the bedpersonbehindyouinthemirror tactics over and over again making it repetitive and boring and not in a foreshadowing way either and the fact that nobody ever really gets killed at least not on screen which in turn zaps any suspense it may invoke right out of it and makes everyone feel eve more cheated for spending money on their admission ticketits a horror film wo any horror lmao the most you see is what looks like someone having taken a ketchup bottle and spraying it across a plastic sheetyou have to be a teen who was sitting there screaming in the theater and scaring yourself to have enjoyed this or you were highdrunk at the timehonestly i have a life and dont bother writing reviews that often unless i really really hated something or enjoyed it tremendouslybut this film is awful and i feel i have a duty of sorts to warn you not to give your money to hollywood and encourage this kind of filmaking ever again it is one thing to rent a bad movie at blockbuster from the weinsteins its another when you have to sit through it in a theateralso in case you want some remake nostalgia forget it this is not a remake nor is it a reimagining it is not scary nor engaging nor is it satisfying enough to be funny like others on imdb have claimedit is just stale and booooringhere is what you will take away from this film remembering the scar on brittany snows head that stands out more than the plot the fact that jonathan schaech must be having some sexual affair with js cardone of the forsaken to have gotten another role as a killerbecause he is as frightening as my poodle and too cute to kill just about anyone and that for some reason duh everyone who goes back to the hotel suite never comes back what kind of person would not get worried at the prom when they decide to announce the candidates for prom king and queen and the fiercely competitive girl just somehow doesnt show up this is my warning to you do not waste youre money like i did the original sucks too but is more of a guilty pleasure for jamie lee curtis fans though no way near as bad as this piece of crap sorry to sound vulgar or rude but once you see this you will understand why i say what i say,neutral
738,prom night is about a girl named donna brittany snow who is being chased by a psycho killer trying to kill her at her prom night and by doing so killing her family friends and her enemies now before i begin let me say have you been tired of pg horror movies that havent been scary lately are you tired of stupid girl dialog oh my god and talking about girlish things and are you really tired of girls in relationships and then crying and the last thing are you tired of the us remaking asian japanese and chinese films that pretty much sums up prom night but im still not done with the reviewthe only reason to see prom night is to crack a laugh at the kills if not dont see prom night you never see the kills an only hear screaming and you see some blood on the wall and by the way the deaths are repeating like so not only arent they scary but its obnoxious by the time i met the cast i think i was ready to hurl too much girl talk too much guy talk and lots of oh my gosh its our prom i understand its fun but seriously is it too much to ask not to concentrate if i were to put prom night on the list of worst films of without seeing the other films id be the first one too im not going to be surprised if it gets released on dvd for cheap and quick seriously dont spend your money or the time for dull acting cheap scares and a night to die for when watching the film star out of ps if i could give the film zero stars i would,neutral
739,i am the guy who usually keeps opinions to himself but i just got back from this movie and felt i had to express my opinions let me start by saying that i am a huge horror fan but what makes a horror movie i sure like to see even a tiny bit of a good script and character development i know they often lack in horror movies but prom night looked like it didnt even put forth any effort in that department next we all love suspense that on the edge of your seat suspense with unpredictable surprises yeah prom night had none of that of course we like a terrifying killer prom night have that nope it has a pretty boy with a cute lil knife and when all else failsat least horror has its guilty pleasure to make it enjoyable like gore gore gore and the occasional nude scene yeah well when you have a horror movie rated pg like prom night they leave that stuff out too so with all of these elements missing i askdoes this still count as a horror movie nope id call it more of a comedy people in my theater were laughing more at this then they were when i saw semipro that was supposed to actually be a comedy which also sucked but thats another story i think i am just going to have to give up on new horror all the good horror movies of the good ol days have been remade into garbage so movie studios can make money the people i went to see it with didnt even know this was a remake which made me mad i wonder what will happen when theres no more movies to remake where will horror go next,neutral
740,so prom night was supposed to be a horror and thriller movie im a big wuss and was scared to see this movie at the beginning but upon seeing it it is neither horror or thrilleri was basically making fun of the movie in my seat because it was so predictable you could predict what was going to happen next the young actors were alright at playing their characters but id have to say the killer was definitely at the top of the game acting wiseyes ill give props for the plot because it was good but its not thrilling or scary there were almost zero jumpinyourseat scenes so dont waste ten dollars seeing it in theatres wait til it comes to dvd,neutral
741,when i first saw the trailer for prom night i have to admit the trailer looked good and like this would be a fun horror movie so my friend and i saw prom night last night and i have to say i must be growing up because this was such a ridicules film not to mention i am so sick and tired of the typical horror slasher movies with the loud noises as an excuse to scare people there was no tension the characters how was i supposed to care about them they had no development whatsoever the killer oh my god this was very possibly the most stupid serial killer that has ever existed i know its a film but why would a man who neveror at least we know of killed any one before kill a girls family and friends that hes just obsessed over i mean was he going to kidnap her or was he going to kill her i have no idea because this film made no sense and is too predictable and insulting to true fans of horrordonnas family was just brutally murdered by her teacher who has become very obsessed over her he was captured and put in jail its been years and shes just now getting some peace in her life shes even going to her senior prom but the killer has escaped and still has donna on his mind he follows her to her prom which means bad news for her friends and the hotel maid and the bell boy because it is such a good idea to kill the maid and bell boy so no one become suspicious enough to check to see where these employees are donna is in big trouble because also this killer who is clearly human can apparently get into houses unnoticed and can kill people so silently just wowim sorry i really did want to love this movie we havent had a good slasher flick in a long time but this was just a stupid movie that i was not impressed with just the situations were unbelievable and the actors were obnoxious i know that this was a pg movie but i just love how someone was brutally stabbed to death and they only have just a little blood on their clothes not to mention no stab holes i wouldnt recommend this movie for anyone unless youre a teen this movie was made for the teenagers not adults and not for those who know a real horror movie no offense to those who did enjoy this film but i dont understand how anyone could,negative
742,i saw this trailer and thought to myself my god is this movie for real who would want to see this movie and at the same time i thought that my girl friend turned to me and said we have to go see this movieenough said so i saw this about minutes go and i tried to put on a brave face and enjoy the cheap scares but there werent even any of those it has to be one of the worst movies i have ever seen the director has no influence no perspective the same shots were used again and again he did not build up suspense the cast probably were simply told scream cry run fall i would love to see the script as the first mins was mostly annoying girly giggles and bad music there was absolutely no character developmentthe plot is justwell there was no plot it was basically i know we will terrorize a high school group on their prom night with a stalker serial killer thats brilliant hmmm the acting was what you expect in a australian soap opera hopeless that main character the blondie god dam she annoyed me her longest line must have been half a sentence and every time she was on camera she was just pulling another rude facial expressionplease listen to me if you have any taste in movies dont go see this and if your like me and dont have a choice well then i wish you good luck maybe smuggle in an ipod or magazine cant believe this film got made,neutral
743,in bridgeport the deranged high school teacher richard fenton johnathon schaech is obsessed by the teenager student donna keppel brittany snow she witnesses him murder her family to stay with her but richard is arrested and sent to prison for life three years later the traumatized donna is feeling better but is still under psychological treatment and taking pills on her prom night she goes with her boyfriend bobby scott porter and two couples of friends to the pacific grad hotel for the party but the psychopath richard has escaped from prison and is lodged in the same floor in the hotel chasing donna stabbing her friends and staff of the hotel that cross his paththe forgettable slash prom night is a collection of clichs with a total lack of originality the stupid story is shallow and silly with a bad acting of johnathon schaech in the role of an insane killer the predictable screenplay is amazing since it is possible to foresee what is going to happen in the next scenes my vote is threetitle brazil a morte convida para danar the death invites to dance,negative
744,im not particularly fond of remakes or to steal the modern jargon retellings but this film truly peeved me off the original prom night while not in my humble estimation a masterpiece still realized what it was horror there are some simple things to remember when making a horror film suspense is crucial to maintaining the interest of the audience sorry folks but a white knuckle film this was not the scares were cheap and foreshadowed terribly a good example of scare which has been done to clichd excess now is the cat jumping out of the closet followed soon there after but a now unexpected appearance by the villain of the film this film couldnt successfully pull that off so how could i expect it to fulfill any of the other conventions of horror film there needs to be a likable hero or heroine this film doesnt have one the person i most identified with was the head detective his calm demeanor but level headed approach to the escape of a killer was what more films of this ilk should have common sense approach to events that occur if youre running from an axe wielding psycho you turn and sprint in the opposite direction not jog whilst looking back ever three seconds gaging the killers progress only to trip over every branch and inanimate object in your path if you friend disappears you dont go looking for them alone and if you suspect foul play you tell someone not investigate yourself these clichs are tired and well overplayed in the horror genre in general and in this film in particular,positive
745,imagine the scenario you are at the movie theater only because you are in washington for the weekend and its raining and youre finished with the museums you think you might go see the sarah marshall movie as the trailer look so so and you dont have to engage your brain its sold out options the bank job in bruges the leatherheads or prom night youve seen the bank job suprisingly decent heist movie that and in bruges again pretty good so youre down to two you dont fancy watching clooney or the nice one from the office run around in football uniforms so you go see prom night right wrong you take the walk up to a stranger in the street and ask him to punch you in the face for it would be money better spentit actually plays like more of a comedy than a horrorthriller or whatever it is supposed to be if i was financing that movie and they showed me that as a final cut i wouldnt know whether to laugh or cry probably both an insult to anyones intelligence my roommate was laughing out loud most of the movie as for the acting they might as well have cast robots or maybe dogs in the roles they would have been more realistic the detective has to be possibly the worst actor i have ever seen ben affleck and hayden christansan i hate his acting so much i dont care how you spell his name you are relieved on your titles so in summary not good,neutral
746,and rent a good horror movie its like the writer had never seen a horror movie before and didnt realize every single thing he wrote was clichd and hackneyed and has been parodied to perfection in movies like scream and scary moviein between the scary bits is the most banal and boring dialog ever written stupid were going to the prom junk i wanted to claw my ears off honestly the hills has better dialogthere really was no need to make this movie leading lady is uninteresting and i kept thinking her really guy is obsessed with her really all the characters act in stupid ways including the police cover the place in teams of front and back not one sleepy cop sitting in his car with the window rolled down just waiting for his throat to be slashed the serial killer just swans about murdering everyone he wants without the least bit of problem no resistance from victims or doors nobody has any protection or the least idea of fighting back or flipping the security lock on the hotel room door the people are like mentally disabled sheepby the by if youre a gore fan youll be disappointed too all the killing is kept offscreen and is ahem tastefully done so boo hoo for you none of the killings is the least bit interesting most of the time theyve already happened by the time we find outthe only clich missing was the cat that always pops out in this kind of movies oh kitty you scared me i thought you were the killer aiieeee and then at the end when its time for the killer to die well lets just say its the easiest and most obvious choice snorethe audience was jeering and talking back to the screen throughout it was too dumb to believe and not really scary enough dont encourage this kind of lazy filmmakingoh and by the way no crowning of a prom king or queen no tiara no bucket of blood so save your money and rent carrie or friday the th or halloween or scream or scary movie any of them to get a good scare with some original twists,neutral
